"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"13092","Jeremy Maclin","Jeremy","Maclin","Chesterfield","MO","USA","5/11/1988","Missouri","Philadelphia Eagles","1st","19th",2009,"WR","Jun-00",200,NA,NA,NA,NA,1954,1959,5,37.3770935,-77.5049863
"13093","Stu MacMillan","Stu","MacMillan","McVille","ND","USA","2/13/1908","North Dakota",NA,NA,NA,NA,"G-C","9-May",175,"1/13/1992","Seattle","WA",NA,1954,1959,5,47.7638843,-98.1773206
"13094","Jim MacMurdo","Jim","MacMurdo","Ellwood City","PA","USA","9/2/1909","Pittsburgh",NA,NA,NA,NA,"T-G","1-Jun",209,"8/10/1981","Darby","PA",NA,1954,1959,5,40.8617303,-80.2864515
"13095","Ray MacMurray","Ray","MacMurray","Tuscarawas County","OH","USA","1889-07-03","Lincoln Col.",NA,NA,NA,NA,"G",NA,NA,"2/21/1966","Huntington","IN",NA,1954,1959,5,40.3978972,-81.4278984
"13096","Eddie Macon","Eddie","Macon","Stockton","CA","USA","3/7/1927","Pacific","Chicago Bears","2nd","20th",1952,"DB-HB","Jun-00",177,NA,NA,NA,NA,1954,1959,5,37.9577016,-121.2907796
"13097","Waddy MacPhee","Waddy","MacPhee","Brooklyn","NY","USA","1899-12-23","Brooklyn",NA,NA,NA,NA,"HB-FB","8-May",160,"1/20/1980","Charlotte","NC",NA,1954,1959,5,40.6781784,-73.9441579
"13098","Kyle MacWherter","Kyle","MacWherter","Decatur","IL","USA","1892-07-19","Bethany (WV)",NA,NA,NA,NA,"FB","9-May",210,NA,NA,NA,NA,1954,1959,5,33.7748275,-84.2963123
"13100","Elmer Madar","Elmer","Madar","Sykesville","PA","USA","11/28/1920","Michigan","Detroit Lions","20th","176th",1947,"E","11-May",185,"2/9/1972","Detroit","MI",NA,1947,1947,0,39.3737149,-76.9677566
"13101","Elmer Madarik","Elmer","Madarik","Joliet","IL","USA","7/15/1922","Detroit Mercy","Detroit Lions","18th","178th",1944,"HB-WB","11-May",200,"2/3/1974"," "," ",NA,1947,1947,0,41.525031,-88.0817251
"13102","Lloyd Madden","Lloyd","Madden","Dodge City","KS","USA","8/27/1918","Colorado Mines","Chicago Cardinals","3rd","16th",1940,"WB-DB","1-Jun",195,"12/26/2011","Midland","TX",NA,1947,1947,0,37.7527982,-100.0170787
"13103","Bob Maddock","Bob","Maddock","Santa Ana","CA","USA","8/6/1920","Notre Dame",NA,NA,NA,NA,"G","Jun-00",200,"10/4/2003","Newport Beach","CA",NA,1947,1947,0,33.7454725,-117.867653
"13104","Anthony Maddox","Anthony","Maddox","Moultrie","GA","USA","11/22/1978","Delta St.","Jacksonville Jaguars","4th","118th",2004,"DT","1-Jun",305,NA,NA,NA,NA,1947,1947,0,33.4129508,-86.6782691
"13105","Bob Maddox","Bob","Maddox","Frederick","MD","USA","5/2/1949","Frostburg St.","Cincinnati Bengals","7th","171st",1973,"DT-DE","5-Jun",237,NA,NA,NA,NA,1947,1947,0,39.4142688,-77.4105409
"13106","Buster Maddox","Buster","Maddox","Greenville","TX","USA","11/4/1911","Kansas St.",NA,NA,NA,NA,"T","3-Jun",225,"3/14/1956","McKinney","TX",NA,1947,1947,0,34.8526176,-82.3940104
"13107","Mark Maddox","Mark","Maddox","Milwaukee","WI","USA","3/23/1968","Northern Michigan","Buffalo Bills","9th","249th",1991,"LB","1-Jun",233,NA,NA,NA,NA,1947,1947,0,43.0389025,-87.9064736
"13108","Nick Maddox","Nick","Maddox","Shelby","NC","USA","12/11/1980","Florida St.",NA,NA,NA,NA,"RB","11-May",209,NA,NA,NA,NA,1947,1947,0,36.0719571,-115.1792245
"13109","Tommy Maddox","Tommy","Maddox","Shreveport","LA","USA","9/2/1971","UCLA","Denver Broncos","1st","25th",1992,"QB","4-Jun",220,NA,NA,NA,NA,1947,1947,0,32.5251516,-93.7501789
"13110","George Maderos","George","Maderos","Chico","CA","USA","11/3/1933","Cal State-Chico","San Francisco 49ers","21st","250th",1955,"DB","1-Jun",187,NA,NA,NA,NA,1947,1947,0,39.729575,-121.8473287
"13111","John Madigan","John","Madigan","Madison Lake","MN","USA","1899-03-12","St. Mary's (MN)",NA,NA,NA,NA,"C-T","Jun-00",185,"1/5/1976","St. Paul","MN",NA,1947,1947,0,44.2044116,-93.815508
"13112","Adrian Madise","Adrian","Madise","Lancaster","TX","USA","3/23/1980","TCU","Denver Broncos","5th","158th",2003,"WR","11-May",215,NA,NA,NA,NA,1947,1947,0,40.0378755,-76.3055144
"13113","Anthony Madison","Anthony","Madison","Thomasville","AL","USA","10/8/1981","Alabama",NA,NA,NA,NA,"DB","9-May",180,NA,NA,NA,NA,1947,1947,0,38.8842653,-94.6672736
"13114","Sam Madison","Sam","Madison","Monticello","FL","USA","4/23/1974","Louisville","Miami Dolphins","2nd","44th",1997,"DB","11-May",185,NA,NA,NA,NA,1947,1947,0,38.0086043,-78.4531994
"13115","John Madsen","John","Madsen","West Valley City","UT","USA","5/9/1983","Utah",NA,NA,NA,NA,"WR","5-Jun",220,NA,NA,NA,NA,1947,1947,0,40.6916132,-112.0010501
"13116","Lynn Madsen","Lynn","Madsen","Blair","NE","USA","8/8/1960","Washington","Houston Oilers","3rd","58th",1984,"DT","4-Jun",260,NA,NA,NA,NA,1947,1947,0,37.0381369,-95.6272071
"13119","Chet Maeda","Chet","Maeda","Los Angeles","CA","USA","10/2/1918","Colorado St.","Detroit Lions","18th","161st",1943,"HB-DB","10-May",187,"12/21/2005",NA,NA,NA,1945,1945,0,34.0522342,-118.2436849
"13120","Al Maeder","Al","Maeder","Minneapolis","MN","USA","1/25/1906","Minnesota",NA,NA,NA,NA,"T","9-May",185,"8/25/1984","Eden Prairie ","MN",NA,1945,1945,0,44.977753,-93.2650108
"13122","Joe Maese","Joe","Maese","Morenci","AZ","USA","12/2/1978","New Mexico","Baltimore Ravens","6th","194th",2001,"C","Jun-00",241,NA,NA,NA,NA,1945,1945,0,33.0508859,-109.3280282
"13123","Mike Magac","Mike","Magac","East St. Louis","IL","USA","5/25/1938","Missouri","San Francisco 49ers","2nd","16th",1960,"G","3-Jun",240,"8/25/2003","Belleville","IL",NA,1960,1966,6,38.624514,-90.1506465
"13124","Alex Magee","Alex","Magee","Oswego","IL","USA","4/28/1987","Purdue","Kansas City Chiefs","3rd","67th",2009,"DT","2-Jun",295,NA,NA,NA,NA,1960,1966,6,43.4553461,-76.5104973
"13126","Calvin Magee","Calvin","Magee","New Orleans","LA","USA","4/23/1963","Southern",NA,NA,NA,NA,"TE","3-Jun",240,NA,NA,NA,NA,1960,1966,6,29.9510658,-90.0715323
"13127","Jim Magee","Jim","Magee","Philadelphia","PA","USA","11/27/1920","Georgia",NA,NA,NA,NA,"C-T","1-Jun",202,"1/17/2001","North Cape May","NJ",NA,1960,1966,6,39.9525839,-75.1652215
"13128","John Magee","John","Magee","Robstown","TX","USA","7/21/1923","Rice","Philadelphia Eagles","22nd","228th",1945,"G","10-May",220,"11/22/1991","Kaplan","LA",NA,1960,1966,6,27.7903032,-97.6688843
"13130","Chick Maggioli","Chick","Maggioli","Mishawaka","IN","USA","5/17/1922","Indiana","Washington Redskins","11th","99th",1946,"DB-HB","11-May",178,"12/20/2012","Mishawaka","IN",NA,1960,1966,6,41.6619927,-86.1586156
"13131","Don Maggs","Don","Maggs","Youngstown","OH","USA","11/1/1961","Tulane","Houston Oilers","2nd","29th",1984,"T-G","5-Jun",287,NA,NA,NA,NA,1960,1966,6,41.0997803,-80.6495194
"13132","Al Maginnes","Al","Maginnes","Boston","MA","USA","1897-04-05","Lehigh",NA,NA,NA,NA,"T","1-Jun",188,"1/30/1966","New York","NY",NA,1960,1966,6,42.3600825,-71.0588801
"13133","Dave Maginnes","Dave","Maginnes","Dorchester","MA","USA","1894-11-29","Lehigh",NA,NA,NA,NA,"WB-HB","10-May",165,"6/26/1981","Exeter","NH",NA,1960,1966,6,42.3016305,-71.067605
"13134","Joe Magliolo","Joe","Magliolo","Galveston","TX","USA","10/17/1922","Texas","Chi/Pit Cards/Steelers","17th","165th",1944,"LB","Jun-00",210,"7/31/2008","Houston","TX",NA,1960,1966,6,29.3013479,-94.7976958
"13135","Al Maglisceau","Al","Maglisceau","Pittsburgh","PA","USA","5/21/1904","Geneva",NA,NA,NA,NA,"T","1-Jun",210,"11/5/1985","Sun City Center","FL",NA,1960,1966,6,40.4406248,-79.9958864
"13136","Dante Magnani","Dante","Magnani","Dalzell","IL","USA","3/16/1917","St. Mary's (CA)","Cleveland Rams","19th","175th",1940,"HB-WB","10-May",182,"12/22/1985","Vallejo","CA",NA,1960,1966,6,32.4482564,-99.7113716
"13137","James Magner","James","Magner","Philadelphia","PA","USA","7/22/1903","Widener",NA,NA,NA,NA,"B","Jun-00",165,"9/20/1977","Philadelphia","PA",NA,1960,1966,6,39.9525839,-75.1652215
"13138","Glen Magnusson","Glen","Magnusson","Salt Lake City","UT","USA","1899-07-30","Northwestern",NA,NA,NA,NA,"G","11-May",225,"1/7/1945","Chicago","IL",NA,1960,1966,6,40.7607793,-111.8910474
"13139","Paul Maguire","Paul","Maguire","Youngstown","OH","USA","8/22/1938","The Citadel",NA,NA,NA,NA,"LB-P","Jun-00",228,NA,NA,NA,NA,1960,1966,6,41.0997803,-80.6495194
"13140","George Magulick","George","Magulick","Spangler","PA","USA","1/10/1919","St. Francis (PA)",NA,NA,NA,NA,"HB","9-May",150,NA,NA,NA,NA,1960,1966,6,42.3652269,-71.1222053
"13142","Drew Mahalic","Drew","Mahalic","Albany","NY","USA","5/22/1953","Notre Dame","Denver Broncos","3rd","69th",1975,"LB","4-Jun",225,NA,NA,NA,NA,2011,2011,0,42.6525793,-73.7562317
"13143","Bob Mahan","Bob","Mahan","Emmetsburg","IA","USA","2/6/1904","Drake",NA,NA,NA,NA,"B-E","9-May",178,"3/5/2000","Berkeley","CA",NA,2011,2011,0,43.1127427,-94.6830357
"13144","Sean Mahan","Sean","Mahan","Tulsa","OK","USA","5/28/1980","Notre Dame","Tampa Bay Buccaneers","5th","168th",2003,"G-C","3-Jun",301,NA,NA,NA,NA,2011,2011,0,36.1539816,-95.992775
"13145","Walter Mahan","Walter","Mahan","Follansbee","WV","USA","6/23/1902","West Virginia",NA,NA,NA,NA,"G","10-May",212,"5/10/1990","Wheeling","WV",NA,2011,2011,0,40.3275693,-80.5959065
"13146","Reno Mahe","Reno","Mahe","Los Angeles","CA","USA","6/3/1980","BYU",NA,NA,NA,NA,"RB","10-May",212,NA,NA,NA,NA,2011,2011,0,34.0522342,-118.2436849
"13147","Jesse Mahelona","Jesse","Mahelona","Honolulu","HI","USA","4/7/1983","Tennessee","Tennessee Titans","5th","169th",2006,"DT","1-Jun",305,"9/5/2009","Kealakekua","HI",NA,2011,2011,0,21.3069444,-157.8583333
"13148","Birdie Maher","Birdie","Maher","County Mayo",NA,"Ireland","1892-12-16","Detroit Mercy",NA,NA,NA,NA,"E","8-May",180,"12/3/1980","Royal Oak","MI",NA,2011,2011,0,54.0152604,-9.4289369
"13149","Bruce Maher","Bruce","Maher","Detroit","MI","USA","7/25/1937","Detroit Mercy","Detroit Lions","15th","173rd",1959,"DB","11-May",190,NA,NA,NA,NA,2011,2011,0,42.331427,-83.0457538
"13150","Frank Maher","Frank","Maher","Detroit","MI","USA","5/8/1918","Toledo","Philadelphia Eagles","10th","83rd",1940,"B","1-Jun",195,"4/11/1992","Toledo","OH",NA,2011,2011,0,42.331427,-83.0457538
"13151","Eric Mahlum","Eric","Mahlum","San Diego","CA","USA","12/6/1970","California","Indianapolis Colts","2nd","32nd",1994,"G","4-Jun",284,NA,NA,NA,NA,2011,2011,0,32.715738,-117.1610838
"13152","Ike Mahoney","Ike","Mahoney","Omaha","NE","USA","10/25/1901","Creighton",NA,NA,NA,NA,"B","9-May",173,"11/21/1961","Omaha","NE",NA,2011,2011,0,41.2565369,-95.9345034
"13153","John Mahoney","John","Mahoney","Buffalo","NY","USA","1899-10-16","Canisius",NA,NA,NA,NA,"B-E","Jun-00",183,"9/23/1980","Clarence","NY",NA,2011,2011,0,42.8864468,-78.8783689
"13155","Al Mahrt","Al","Mahrt","Dayton","OH","USA","1893-10-12","Dayton",NA,NA,NA,NA,"B","11-May",168,"6/24/1970","Chillicothe","OH",NA,2011,2011,0,39.7589478,-84.1916069
"13156","Armin Mahrt","Armin","Mahrt","Dayton","OH","USA","1897-11-09","Dayton",NA,NA,NA,NA,"TB-BB-HB","11-May",175,"5/7/1961","Stearns County","MN",NA,2011,2011,0,39.7589478,-84.1916069
"13157","Johnny Mahrt","Johnny","Mahrt","Dayton","OH","USA","1899-12-22","Dayton",NA,NA,NA,NA,"E","9-May",180,"8/24/1967","Oakwood","OH",NA,2011,2011,0,39.7589478,-84.1916069
"13159","Kaluka Maiava","Kaluka","Maiava","Wailuku","HI","USA","3/22/1987","USC","Cleveland Browns","4th","104th",2009,"LB","11-May",226,NA,NA,NA,NA,2009,2013,4,20.8911111,-156.5047222
"13160","Steve Maidlow","Steve","Maidlow","Lansing","MI","USA","6/6/1960","Michigan St.","Cincinnati Bengals","4th","109th",1983,"LB","2-Jun",234,NA,NA,NA,NA,2009,2013,4,42.732535,-84.5555347
"13161","Marcus Mailei","Marcus","Mailei","Salt Lake City","UT","USA","10/30/1986","Weber St.",NA,NA,NA,NA,"RB","1-Jun",245,NA,NA,NA,NA,2009,2013,4,40.7607793,-111.8910474
"13162","Ralph Maillard","Ralph","Maillard","Randolph","NE","USA","10/10/1905","Creighton",NA,NA,NA,NA,"T","2-Jun",190,"5/9/1990","Omaha","NE",NA,2009,2013,4,36.7179315,-95.9344902
"13163","Gil Mains","Gil","Mains","Mount Carmel","IL","USA","12/17/1929","Murray St.","Detroit Lions","20th","237th",1952,"DT-DE","2-Jun",243,"1/10/2009","West Branch","MI",NA,2009,2013,4,37.6948445,-97.2381583
"13164","Jack Maitland","Jack","Maitland","Pittsburgh","PA","USA","2/8/1948","Williams","Baltimore Colts","16th","408th",1970,"RB","2-Jun",211,NA,NA,NA,NA,2009,2013,4,40.4406248,-79.9958864
"13165","Don Majkowski","Don","Majkowski","Buffalo","NY","USA","2/25/1964","Virginia","Green Bay Packers","10th","255th",1987,"QB","2-Jun",197,NA,NA,NA,NA,1987,1996,9,42.8864468,-78.8783689
"13166","Billy Majors","Billy","Majors","Lynchburg","TN","USA","11/7/1938","Tennessee","Buffalo Bills","9th","67th",1961,"DB","Jun-00",175,NA,NA,NA,NA,1987,1996,9,37.4137536,-79.1422464
"13167","Bobby Majors","Bobby","Majors","Lynchburg","TN","USA","7/7/1949","Tennessee","Philadelphia Eagles","3rd","76th",1972,"DB","1-Jun",193,NA,NA,NA,NA,1987,1996,9,37.4137536,-79.1422464
"13168","Joe Majors","Joe","Majors","Lynchburg","TN","USA","12/25/1936","Florida St.",NA,NA,NA,NA,"DB","1-Jun",190,"1/4/2007","Nashville","TN",NA,1987,1996,9,37.4137536,-79.1422464
"13169","Joel Makovicka","Joel","Makovicka","Brainard","NE","USA","10/6/1975","Nebraska","Arizona Cardinals","4th","116th",1999,"FB","11-May",246,NA,NA,NA,NA,1999,2002,3,41.1838999,-97.0039204
"13170","Siupeli Malamala","Siupeli","Malamala","Tofoa",NA,"Tonga","1/15/1969","Washington","New York Jets","3rd","68th",1992,"T-G","5-Jun",310,NA,NA,NA,NA,1992,1999,7,-19.7512041,-175.0752926
"13171","Rydell Malancon","Rydell","Malancon","New Orleans","LA","USA","1/10/1962","LSU","Atlanta Falcons","4th","94th",1984,"LB","2-Jun",227,NA,NA,NA,NA,1992,1999,7,29.9510658,-90.0715323
"13173","Anthony Malbrough","Anthony","Malbrough","Beaumont","TX","USA","12/9/1976","Texas Tech","Cleveland Browns","5th","130th",2000,"DB","10-May",185,NA,NA,NA,NA,1992,1999,7,33.9294606,-116.977248
"13174","Harry Malcolm","Harry","Malcolm","Indiana County","PA","USA","11/25/1905","Indiana (PA)",NA,NA,NA,NA,"T-G","Jun-00",195,"9/15/1987","Upland","PA",NA,1992,1999,7,40.6850762,-79.1096901
"13177","Bill Malinchak","Bill","Malinchak","Charleroi","PA","USA","4/2/1944","Indiana","Detroit Lions","3rd","39th",1966,"SE-WR","1-Jun",200,NA,NA,NA,NA,1992,1999,7,50.4108095,4.444643
"13178","Gene Malinowski","Gene","Malinowski","Hamtramck","MI","USA","9/26/1923","Georgia","Boston Yanks","9th","67th",1947,"B","1-Jun",210,"11/24/1993","Clinton Township","MI",NA,1992,1999,7,42.3928151,-83.0496438
"13179","Joe Malkovich","Joe","Malkovich","Calumet","MI","USA","1/17/1912","Duquesne",NA,NA,NA,NA,"C","3-Jun",205,"2/17/1981","Camarillo","CA",NA,1992,1999,7,35.5359917,-98.1077959
"13180","Josh Mallard","Josh","Mallard","Savannah","GA","USA","3/21/1979","Georgia","Indianapolis Colts","7th","220th",2002,"DE","5-Jun",254,NA,NA,NA,NA,1992,1999,7,32.0808989,-81.091203
"13181","Wesly Mallard","Wesly","Mallard","Hinesville","GA","USA","11/21/1978","Oregon","New York Giants","6th","188th",2002,"LB","1-Jun",230,NA,NA,NA,NA,1992,1999,7,31.846877,-81.5959453
"13184","Irvin Mallory","Irvin","Mallory","Glen Allen","VA","USA","2/10/1949","Virginia Union","Cincinnati Bengals","14th","353rd",1971,"DB","1-Jun",196,NA,NA,NA,NA,1992,1999,7,37.665978,-77.5063739
"13185","John Mallory","John","Mallory","Summit","NJ","USA","7/24/1946","West Virginia","Philadelphia Eagles","10th","258th",1968,"DB","Jun-00",184,NA,NA,NA,NA,1992,1999,7,37.1513278,-96.3013432
"13186","Larry Mallory","Larry","Mallory","Memphis","TN","USA","7/21/1952","Tennessee St.",NA,NA,NA,NA,"DB","11-May",185,NA,NA,NA,NA,1992,1999,7,35.1495343,-90.0489801
"13187","Rick Mallory","Rick","Mallory","Seattle","WA","USA","10/21/1960","Washington","Tampa Bay Buccaneers","9th","225th",1984,"G","2-Jun",265,NA,NA,NA,NA,1992,1999,7,47.6062095,-122.3320708
"13188","Ray Mallouf","Ray","Mallouf","Sayre","OK","USA","7/11/1918","SMU","Chicago Cardinals","10th","83rd",1941,"QB-TB","11-May",180,"6/6/2008","Dallas","TX",NA,1992,1999,7,35.291162,-99.6400969
"13190","Alfred Malone","Alfred","Malone","Frisco City","AL","USA","2/21/1982","Troy",NA,NA,NA,NA,"DE","5-Jun",308,NA,NA,NA,NA,1992,1999,7,33.1506744,-96.8236116
"13191","Art Malone","Art","Malone","Tyler","TX","USA","3/20/1948","Arizona St.","Atlanta Falcons","2nd","39th",1970,"RB","11-May",211,"8/3/2012","Tempe","AZ",NA,1992,1999,7,32.3512601,-95.3010624
"13192","Benny Malone","Benny","Malone","Tyler","TX","USA","2/3/1952","Arizona St.","Miami Dolphins","2nd","47th",1974,"RB","10-May",193,NA,NA,NA,NA,1992,1999,7,32.3512601,-95.3010624
"13193","Charley Malone","Charley","Malone","Hillsboro","TX","USA","6/18/1910","Texas A&M",NA,NA,NA,NA,"E","4-Jun",206,"5/23/1992","Lake San Marcos","CA",NA,1992,1999,7,45.5200114,-122.9365835
"13194","Darrell Malone","Darrell","Malone","Mobile","AL","USA","11/23/1967","Jacksonville St.","Kansas City Chiefs","6th","162nd",1991,"DB","10-May",177,NA,NA,NA,NA,1992,1999,7,37.047544,-95.638411
"13195","Grover Malone","Grover","Malone","Chicago","IL","USA","1895-11-12","Notre Dame",NA,NA,NA,NA,"HB-WB","8-May",175,"11/26/1985","Waukesha County","WI",NA,1992,1999,7,41.8781136,-87.6297982
"13196","Mark Malone","Mark","Malone","San Diego","CA","USA","11/22/1958","Arizona St.","Pittsburgh Steelers","1st","28th",1980,"QB-WR","4-Jun",223,NA,NA,NA,NA,1992,1999,7,32.715738,-117.1610838
"13197","Ralph Malone","Ralph","Malone","Huntsville","AL","USA","1/12/1964","Georgia Tech",NA,NA,NA,NA,"DE","5-Jun",225,NA,NA,NA,NA,1992,1999,7,34.7303688,-86.5861037
"13198","Robert Malone","Robert","Malone","Orange","CA","USA","2/4/1988","Fresno St.",NA,NA,NA,NA,"P","2-Jun",215,NA,NA,NA,NA,1992,1999,7,37.3366655,-95.031581
"13199","Van Malone","Van","Malone","Houston","TX","USA","7/1/1970","Texas","Detroit Lions","2nd","57th",1994,"DB","11-May",189,NA,NA,NA,NA,1992,1999,7,29.7604267,-95.3698028
"13200","Ned Maloney","Ned","Maloney","Chicago","IL","USA","4/21/1923","Purdue","Detroit Lions","21st","198th",1946,"E","1-Jun",190,NA,NA,NA,NA,1992,1999,7,41.8781136,-87.6297982
"13201","Red Maloney","Red","Maloney","Ware","MA","USA","9/5/1901","Dartmouth",NA,NA,NA,NA,"E","11-May",180,"5/16/1976","Newton","MA",NA,1992,1999,7,42.2598457,-72.2398566
"13202","Mike Mamula","Mike","Mamula","Lackawanna","NY","USA","8/14/1973","Boston Col.","Philadelphia Eagles","1st","7th",1995,"DE-LB","4-Jun",252,NA,NA,NA,NA,1995,2000,5,41.4421199,-75.5742467
"13203","Ryan Manalac","Ryan","Manalac","Pickerington","OH","USA","10/20/1985","Cincinnati",NA,NA,NA,NA,"LB","Jun-00",235,NA,NA,NA,NA,2009,2009,0,39.8842304,-82.7535049
"13204","Massimo Manca","Massimo","Manca","Sassari",NA,"Italy","3/18/1964","Penn St.",NA,NA,NA,NA,"K","10-May",211,NA,NA,NA,NA,2009,2009,0,40.7259269,8.5556826
"13205","Vaughn Mancha","Vaughn","Mancha","Sugar Valley","GA","USA","10/7/1921","Alabama","Boston Yanks","1st","5th",1948,"C-LB","1-Jun",230,"1/27/2011","Tallahassee","FL",NA,2009,2009,0,34.5581407,-85.0118898
"13206","Tony Mandarich","Tony","Mandarich","Oakville",NA,"Canada","9/23/1966","Michigan St.","Green Bay Packers","1st","2nd",1989,"T-G","5-Jun",311,NA,NA,NA,NA,2009,2009,0,43.467517,-79.6876659
"13207","Mike Mandarino","Mike","Mandarino","Philadelphia","PA","USA","3/16/1921","La Salle",NA,NA,NA,NA,"T-C-G","11-May",240,"12/7/1985","Philadelphia","PA",NA,2009,2009,0,39.9525839,-75.1652215
"13208","Dave Manders","Dave","Manders","Milwaukee","WI","USA","2/20/1941","Michigan St.",NA,NA,NA,NA,"C","2-Jun",250,NA,NA,NA,NA,2009,2009,0,43.0389025,-87.9064736
"13209","Jack Manders","Jack","Manders","Milbank","SD","USA","1/13/1909","Minnesota",NA,NA,NA,NA,"HB-FB","1-Jun",203,"1/28/1977","Chicago","IL",NA,2009,2009,0,39.137916,-94.52244
"13210","Pug Manders","Pug","Manders","Milbank","SD","USA","5/5/1913","Drake","Brooklyn Dodgers","2nd","11th",1939,"FB-HB","Jun-00",200,"1/20/1985","Des Moines","IA",NA,2009,2009,0,39.137916,-94.52244
"13211","Chris Mandeville","Chris","Mandeville","Santa Barbara","CA","USA","2/1/1965","California-Davis",NA,NA,NA,NA,"DB","1-Jun",213,NA,NA,NA,NA,2009,2009,0,34.4208305,-119.6981901
"13212","Jim Mandich","Jim","Mandich","Cleveland","OH","USA","7/30/1948","Michigan","Miami Dolphins","2nd","29th",1970,"TE","2-Jun",224,"4/26/2011","Wellington","FL",NA,2009,2009,0,41.49932,-81.6943605
"13213","Pete Mandley","Pete","Mandley","Phoenix","AZ","USA","7/29/1961","Northern Arizona","Detroit Lions","2nd","47th",1984,"WR","10-May",191,NA,NA,NA,NA,2009,2009,0,33.4483771,-112.0740373
"13215","James Maness","James","Maness","Decatur","TX","USA","5/1/1963","TCU","Chicago Bears","3rd","78th",1985,"WR","1-Jun",174,NA,NA,NA,NA,2009,2009,0,33.7748275,-84.2963123
"13216","Tony Manfreda","Tony","Manfreda","Meriden","CT","USA","2/19/1904","Holy Cross",NA,NA,NA,NA,"HB","8-May",172,"10/9/1988","Brooksville","FL",NA,2009,2009,0,41.5381535,-72.8070435
"13217","Mark Manges","Mark","Manges","Cumberland","MD","USA","1/10/1956","Maryland","Los Angeles Rams","4th","105th",1978,"QB","2-Jun",210,NA,NA,NA,NA,2009,2009,0,36.1532977,-95.9891953
"13218","Dino Mangiero","Dino","Mangiero","New York","NY","USA","12/19/1958","Rutgers",NA,NA,NA,NA,"NT-DE","2-Jun",265,NA,NA,NA,NA,2009,2009,0,40.7127753,-74.0059728
"13219","Nick Mangold","Nick","Mangold","Centerville","OH","USA","1/13/1984","Ohio St.","New York Jets","1st","29th",2006,"C","3-Jun",295,NA,NA,NA,NA,2009,2009,0,39.6283928,-84.1593818
"13220","John Mangum","John","Mangum","Magee","MS","USA","9/30/1942","Mississippi","Boston Patriots","5th","35th",1966,"DT","1-Jun",270,"4/29/1994","Jackson","MS",NA,2009,2009,0,37.09024,-95.712891
"13221","John Mangum","John","Mangum","Magee","MS","USA","3/16/1967","Alabama","Chicago Bears","6th","144th",1990,"DB","10-May",187,NA,NA,NA,NA,2009,2009,0,37.09024,-95.712891
"13222","Kris Mangum","Kris","Mangum","Magee","MS","USA","8/15/1973","Alabama","Carolina Panthers","7th","228th",1997,"TE","4-Jun",249,NA,NA,NA,NA,2009,2009,0,37.09024,-95.712891
"13223","Pete Mangum","Pete","Mangum","Forest","LA","USA","1/17/1931","Mississippi","New York Giants","23rd","268th",1954,"LB","Jun-00",219,NA,NA,NA,NA,2009,2009,0,36.1811146,-96.2297579
"13224","Joe Maniaci","Joe","Maniaci","New York","NY","USA","1/23/1914","Fordham","Brooklyn Dodgers","6th","49th",1936,"B","1-Jun",212,NA,NA,NA,NA,2009,2009,0,40.7127753,-74.0059728
"13225","Jason Maniecki","Jason","Maniecki","Rabka",NA,"Poland","8/15/1972","Wisconsin","Tampa Bay Buccaneers","5th","140th",1996,"DT","4-Jun",291,NA,NA,NA,NA,2009,2009,0,49.6090128,19.9671769
"13226","Jimmy Manion","Jimmy","Manion","Jasper","MN","USA","9/20/1904","St. Thomas",NA,NA,NA,NA,"G","10-May",178,"7/11/1978","Hennepin County","MN",NA,2009,2009,0,38.3914418,-86.9311094
"13227","Carl Mankat","Carl","Mankat","Dayton","OH","USA","1/13/1904","Colgate",NA,NA,NA,NA,"E-T-G","3-Jun",208,"11/21/1963","Dayton","OH",NA,2009,2009,0,39.7589478,-84.1916069
"13228","Jim Mankins","Jim","Mankins","Chino","CA","USA","6/23/1944","Oklahoma","Green Bay Packers","12th","184th",1966,"RB","1-Jun",235,"4/1/2004","Anchorage","AK",NA,2009,2009,0,34.0122346,-117.688944
"13229","Logan Mankins","Logan","Mankins","Catheys Valley","CA","USA","3/10/1982","Fresno St.","New England Patriots","1st","32nd",2005,"G","4-Jun",307,NA,NA,NA,NA,2009,2009,0,37.4319861,-120.0985207
"13230","Dexter Manley","Dexter","Manley","Houston","TX","USA","7/2/1959","Oklahoma St.","Washington Redskins","5th","119th",1981,"DE","3-Jun",253,NA,NA,NA,NA,2009,2009,0,29.7604267,-95.3698028
"13231","Jack Manley","Jack","Manley","Town Creek","AL","USA","9/20/1929","Mississippi St.",NA,NA,NA,NA,"LB-C","3-Jun",215,NA,NA,NA,NA,2009,2009,0,34.6812011,-87.4061342
"13232","James Manley","James","Manley","Birmingham","AL","USA","7/11/1974","Vanderbilt","Minnesota Vikings","2nd","45th",1996,"DT","2-Jun",316,NA,NA,NA,NA,2009,2009,0,33.5185892,-86.8103567
"13234","Willie Manley","Willie","Manley","Hollis","OK","USA","5/20/1926","Oklahoma","Green Bay Packers","7th","82nd",1950,"T-G","2-Jun",218,"3/13/2010","Austin","TX",NA,2009,2009,0,42.7425166,-71.5895344
